date,away_team,home_team,away_score,home_score,away_ml,home_ml,open_spread,close_spread,open_total,close_total,season
2015-01-18,GreenBay,Seattle,22,28,310,-380,7.0,8.5,46.5,45.0,2014-15
2015-01-18,Indianapolis,NewEngland,7,45,265,-315,7.0,7.0,53.0,52.0,2014-15
2015-02-01,NewEngland,Seattle,28,24,-110,-110,3.0,0.0,49.0,47.5,2014-15
2015-09-10,Pittsburgh,NewEngland,21,28,300,-365,2.5,7.0,48.5,51.0,2015-16
2015-09-13,GreenBay,Chicago,31,23,-295,230,5.0,6.0,50.0,48.5,2015-16
2015-09-13,KansasCity,Houston,27,20,-119,-101,1.0,0.0,42.0,40.5,2015-16
2015-09-13,Cleveland,NYJets,10,31,170,-200,2.5,3.5,41.0,38.5,2015-16
2015-09-13,Indianapolis,Buffalo,14,27,-105,-115,2.5,0.0,47.0,44.0,2015-16
2015-09-13,Miami,Washington,17,10,-210,180,2.5,4.0,44.0,45.0,2015-16
2015-09-13,Carolina,Jacksonville,20,9,-150,130,4.0,3.0,42.5,41.0,2015-16
2015-09-13,Seattle,St.Louis,31,34,-175,155,3.0,3.5,43.0,41.0,2015-16
2015-09-13,NewOrleans,Arizona,19,31,117,-137,2.5,2.0,47.0,49.0,2015-16
2015-09-13,Detroit,SanDiego,28,33,160,-180,2.0,3.5,45.5,45.5,2015-16
2015-09-13,Tennessee,TampaBay,42,14,140,-160,3.0,3.0,42.0,40.0,2015-16
2015-09-13,Cincinnati,Oakland,33,13,-155,135,3.0,3.0,44.0,43.0,2015-16
2015-09-13,Baltimore,Denver,13,19,190,-230,4.0,5.0,52.0,46.5,2015-16
2015-09-13,NYGiants,Dallas,26,27,245,-310,6.0,7.0,49.5,52.0,2015-16
2015-09-14,Philadelphia,Atlanta,24,26,-185,165,1.0,3.0,53.0,55.0,2015-16
2015-09-14,Minnesota,SanFrancisco,3,20,-155,135,3.5,3.0,41.0,42.5,2015-16
2015-09-17,Denver,KansasCity,31,24,145,-165,2.5,3.0,45.0,41.5,2015-16
2015-09-20,Houston,Carolina,17,24,120,-140,3.5,3.0,41.0,41.0,2015-16
2015-09-20,TampaBay,NewOrleans,26,19,365,-460,10.5,10.0,48.5,47.0,2015-16
2015-09-20,SanFrancisco,Pittsburgh,18,43,215,-255,6.5,6.0,44.0,46.0,2015-16
2015-09-20,Detroit,Minnesota,16,26,130,-150,3.0,2.5,44.0,44.0,2015-16
2015-09-20,NewEngland,Buffalo,40,32,100,-120,1.5,1.0,46.0,45.0,2015-16
2015-09-20,Arizona,Chicago,48,23,-130,110,2.0,2.0,45.0,46.0,2015-16
2015-09-20,Tennessee,Cleveland,14,28,-101,-119,4.0,1.0,41.5,41.0,2015-16
2015-09-20,SanDiego,Cincinnati,19,24,160,-180,3.5,3.0,45.5,48.0,2015-16
2015-09-20,St.Louis,Washington,10,24,-180,160,3.0,3.0,41.5,41.0,2015-16
2015-09-20,Atlanta,NYGiants,24,20,110,-130,2.0,2.0,51.0,50.0,2015-16
2015-09-20,Baltimore,Oakland,33,37,-270,220,6.0,6.0,43.5,42.0,2015-16
2015-09-20,Miami,Jacksonville,20,23,-231,191,4.0,5.0,41.5,42.5,2015-16
2015-09-20,Dallas,Philadelphia,20,10,215,-255,5.0,6.5,55.5,53.0,2015-16
2015-09-20,Seattle,GreenBay,17,27,165,-185,3.5,3.0,48.0,49.5,2015-16
2015-09-21,NYJets,Indianapolis,20,7,215,-265,6.5,6.0,46.5,45.5,2015-16
2015-09-24,Washington,NYGiants,21,32,150,-170,4.0,3.0,45.0,45.0,2015-16
2015-09-27,Pittsburgh,St.Louis,12,6,-105,-115,2.5,1.0,48.0,48.5,2015-16
2015-09-27,SanDiego,Minnesota,14,31,115,-135,1.0,2.0,45.5,45.5,2015-16
2015-09-27,TampaBay,Houston,9,19,220,-270,6.5,6.0,41.5,41.0,2015-16
2015-09-27,Philadelphia,NYJets,24,17,150,-170,2.0,3.0,48.0,47.0,2015-16
2015-09-27,NewOrleans,Carolina,22,27,355,-445,3.5,9.5,44.0,43.0,2015-16
2015-09-27,Jacksonville,NewEngland,17,51,880,-1230,14.0,14.0,47.5,48.5,2015-16
2015-09-27,Cincinnati,Baltimore,28,24,120,-140,2.5,2.5,44.0,45.5,2015-16
2015-09-27,Oakland,Cleveland,27,20,160,-185,4.5,3.5,42.5,44.0,2015-16
2015-09-27,Indianapolis,Tennessee,35,33,-175,155,5.5,3.5,45.5,47.0,2015-16
2015-09-27,Atlanta,Dallas,39,28,-105,-115,1.5,1.0,44.0,43.0,2015-16
2015-09-27,SanFrancisco,Arizona,7,47,275,-335,6.5,7.0,44.5,45.0,2015-16
2015-09-27,Chicago,Seattle,0,26,1000,-1350,15.0,16.5,45.0,43.5,2015-16
2015-09-27,Buffalo,Miami,41,14,100,-120,2.5,1.0,43.5,43.0,2015-16
2015-09-27,Denver,Detroit,24,12,-150,130,3.0,3.0,44.5,46.0,2015-16
2015-09-28,KansasCity,GreenBay,28,38,210,-250,6.5,5.0,48.0,47.0,2015-16
2015-10-01,Baltimore,Pittsburgh,23,20,-150,130,2.0,3.0,45.5,44.0,2015-16
2015-10-04,NYJets,Miami,27,14,-145,125,1.0,3.0,41.0,42.0,2015-16
2015-10-04,Jacksonville,Indianapolis,13,16,185,-215,8.5,4.0,47.5,43.5,2015-16
2015-10-04,Houston,Atlanta,21,48,190,-230,5.0,4.0,45.0,47.5,2015-16
2015-10-04,Carolina,TampaBay,37,23,-157,138,3.0,3.0,40.0,40.0,2015-16
2015-10-04,NYGiants,Buffalo,24,10,234,-299,5.5,6.5,48.0,46.5,2015-16
2015-10-04,Oakland,Chicago,20,22,-179,158,2.0,3.0,44.0,44.5,2015-16
2015-10-04,Philadelphia,Washington,20,23,-150,130,3.0,3.0,48.0,45.0,2015-16
2015-10-04,KansasCity,Cincinnati,21,36,155,-175,4.0,3.5,44.5,45.0,2015-16
2015-10-04,Cleveland,SanDiego,27,30,213,-255,7.0,4.5,45.0,44.5,2015-16
2015-10-04,GreenBay,SanFrancisco,17,3,-360,295,7.0,7.0,47.5,48.0,2015-16
2015-10-04,Minnesota,Denver,20,23,241,-305,7.0,7.0,44.0,43.5,2015-16
2015-10-04,St.Louis,Arizona,24,22,260,-325,6.0,7.0,44.0,43.5,2015-16
2015-10-04,Dallas,NewOrleans,20,26,130,-150,3.0,3.0,47.0,48.0,2015-16
2015-10-05,Detroit,Seattle,10,13,405,-525,9.0,10.0,43.0,43.0,2015-16
2015-10-08,Indianapolis,Houston,27,20,185,-223,0.0,4.0,45.0,41.0,2015-16
2015-10-11,Jacksonville,TampaBay,31,38,-105,-115,3.0,1.0,43.5,41.5,2015-16
2015-10-11,Buffalo,Tennessee,14,13,-115,-105,3.0,0.0,44.5,43.0,2015-16
2015-10-11,Cleveland,Baltimore,33,30,225,-275,6.5,6.5,44.0,42.5,2015-16
2015-10-11,Washington,Atlanta,19,25,275,-340,8.0,7.0,47.0,48.0,2015-16
2015-10-11,Chicago,KansasCity,18,17,347,-428,10.0,9.0,46.5,43.5,2015-16
2015-10-11,NewOrleans,Philadelphia,17,39,230,-290,5.0,6.5,48.5,49.5,2015-16
2015-10-11,St.Louis,GreenBay,10,24,355,-450,10.0,9.0,47.5,45.0,2015-16
2015-10-11,Seattle,Cincinnati,24,27,145,-165,3.0,3.0,44.0,44.0,2015-16
2015-10-11,Arizona,Detroit,42,17,-230,190,3.0,5.0,44.0,46.0,2015-16
2015-10-11,NewEngland,Dallas,30,6,-400,325,7.0,8.0,49.0,51.0,2015-16
2015-10-11,Denver,Oakland,16,10,-236,198,5.5,5.5,44.0,44.5,2015-16
2015-10-11,SanFrancisco,NYGiants,27,30,285,-350,7.0,7.5,43.0,43.5,2015-16
2015-10-12,Pittsburgh,SanDiego,24,20,185,-215,3.5,4.0,44.5,46.0,2015-16
2015-10-15,Atlanta,NewOrleans,21,31,-155,135,3.0,3.0,51.0,52.5,2015-16
2015-10-17,Denver,Cleveland,26,23,-171,151,4.5,3.0,42.5,41.5,2015-16
2015-10-17,Cincinnati,Buffalo,34,21,-160,140,1.0,3.0,45.5,42.0,2015-16
2015-10-17,KansasCity,Minnesota,10,16,159,-179,3.5,3.0,44.5,43.0,2015-16
2015-10-17,Houston,Jacksonville,31,20,140,-160,0.0,3.0,43.0,43.0,2015-16
2015-10-17,Chicago,Detroit,34,37,170,-200,3.0,3.5,44.0,45.0,2015-16
2015-10-17,Washington,NYJets,20,34,285,-350,5.5,7.0,41.5,39.5,2015-16
2015-10-17,Arizona,Pittsburgh,13,25,-245,205,3.0,5.0,44.5,45.0,2015-16
2015-10-17,Miami,Tennessee,38,10,129,-148,3.0,3.0,45.5,44.0,2015-16
2015-10-17,Carolina,Seattle,27,23,285,-350,6.5,7.0,41.5,41.0,2015-16
2015-10-17,SanDiego,GreenBay,20,27,430,-550,9.5,10.5,50.0,50.0,2015-16
2015-10-17,Baltimore,SanFrancisco,20,25,-145,125,3.0,2.5,43.5,43.5,2015-16
2015-10-17,NewEngland,Indianapolis,34,27,-370,305,7.0,8.5,55.0,54.0,2015-16
2015-10-19,NYGiants,Philadelphia,7,27,175,-205,4.0,3.5,49.5,50.5,2015-16
2015-10-22,Seattle,SanFrancisco,20,3,-305,240,4.0,6.5,41.0,41.5,2015-16
2015-10-25,Buffalo,Jacksonville,31,34,-175,155,6.0,3.5,42.5,41.0,2015-16
2015-10-25,Cleveland,St.Louis,6,24,225,-275,5.5,6.0,42.5,43.5,2015-16
2015-10-25,Pittsburgh,KansasCity,13,23,170,-195,2.5,3.5,44.0,41.5,2015-16
2015-10-25,Houston,Miami,26,44,190,-220,5.5,4.5,43.0,46.0,2015-16
2015-10-25,NYJets,NewEngland,23,30,265,-325,9.5,7.0,49.0,47.0,2015-16
2015-10-25,Minnesota,Detroit,28,19,100,-120,1.0,1.0,44.0,44.5,2015-16
2015-10-25,Atlanta,Tennessee,10,7,-255,215,5.5,6.0,48.0,45.5,2015-16
2015-10-25,TampaBay,Washington,30,31,130,-150,4.0,3.0,45.5,42.0,2015-16
2015-10-25,NewOrleans,Indianapolis,27,21,210,-250,5.5,5.5,52.5,53.0,2015-16
2015-10-25,Oakland,SanDiego,37,29,170,-195,5.5,3.5,47.0,49.0,2015-16
2015-10-25,Dallas,NYGiants,20,27,145,-165,6.0,3.0,45.5,45.0,2015-16
2015-10-25,Philadelphia,Carolina,16,27,125,-145,3.5,3.0,47.0,46.0,2015-16
2015-10-26,Baltimore,Arizona,18,26,380,-475,7.0,10.0,49.0,49.0,2015-16
2015-10-29,Miami,NewEngland,7,36,345,-425,7.5,8.0,51.5,51.5,2015-16
2015-11-01,Detroit,KansasCity,10,45,152,-172,6.0,3.0,45.5,44.5,2015-16
2015-11-01,Minnesota,Chicago,23,20,-130,110,2.5,1.5,41.5,44.0,2015-16
2015-11-01,TampaBay,Atlanta,23,20,323,-396,7.0,8.0,49.0,47.0,2015-16
2015-11-01,NYGiants,NewOrleans,49,52,145,-165,3.0,3.0,49.0,51.5,2015-16
2015-11-01,SanFrancisco,St.Louis,6,27,315,-385,9.0,7.5,40.0,41.0,2015-16
2015-11-01,Arizona,Cleveland,34,20,-350,285,5.0,7.0,46.0,46.0,2015-16
2015-11-01,Cincinnati,Pittsburgh,16,10,-111,-109,2.0,0.0,48.5,49.0,2015-16
2015-11-01,SanDiego,Baltimore,26,29,180,-210,3.5,4.5,50.0,50.5,2015-16
2015-11-01,Tennessee,Houston,6,20,160,-180,4.5,3.5,43.5,42.5,2015-16
2015-11-01,NYJets,Oakland,20,34,-175,155,2.0,3.0,44.5,44.0,2015-16
2015-11-01,Seattle,Dallas,13,12,-215,185,6.0,4.0,41.0,41.5,2015-16
2015-11-01,GreenBay,Denver,10,29,-140,120,3.0,2.5,45.0,46.0,2015-16
2015-11-02,Indianapolis,Carolina,26,29,195,-235,7.0,5.0,45.5,45.0,2015-16
2015-11-05,Cleveland,Cincinnati,10,31,600,-900,10.5,13.0,47.5,45.5,2015-16
2015-11-08,Oakland,Pittsburgh,35,38,230,-280,6.0,6.0,47.5,48.0,2015-16
2015-11-08,Jacksonville,NYJets,23,28,295,-360,7.5,7.5,45.0,42.5,2015-16
2015-11-08,St.Louis,Minnesota,18,21,100,-120,3.0,1.0,40.0,40.0,2015-16
2015-11-08,Miami,Buffalo,17,33,170,-200,3.0,3.5,46.0,44.0,2015-16
2015-11-08,Tennessee,NewOrleans,34,28,235,-300,7.0,6.5,48.0,50.5,2015-16
2015-11-08,Washington,NewEngland,10,27,716,-1029,13.5,13.5,52.0,51.5,2015-16
2015-11-08,GreenBay,Carolina,29,37,-130,110,1.5,2.0,46.0,45.0,2015-16
2015-11-08,Atlanta,SanFrancisco,16,17,-450,355,3.0,9.0,44.5,44.0,2015-16
2015-11-08,NYGiants,TampaBay,32,18,-128,107,1.5,1.5,47.5,48.5,2015-16
2015-11-08,Denver,Indianapolis,24,27,-171,151,3.0,3.0,45.0,45.0,2015-16
2015-11-08,Philadelphia,Dallas,33,27,-175,155,1.5,3.0,45.5,44.0,2015-16
2015-11-09,Chicago,SanDiego,22,19,170,-200,4.5,3.5,52.0,49.5,2015-16
2015-11-12,Buffalo,NYJets,22,17,120,-140,3.0,2.5,44.5,41.5,2015-16
2015-11-15,Detroit,GreenBay,18,16,480,-605,12.0,10.5,48.0,50.0,2015-16
2015-11-15,Dallas,TampaBay,6,10,-115,-105,1.0,1.0,43.5,43.5,2015-16
2015-11-15,Carolina,Tennessee,27,10,-205,175,6.5,3.5,42.5,42.5,2015-16
2015-11-15,Chicago,St.Louis,37,13,310,-380,7.0,7.5,43.0,42.0,2015-16
2015-11-15,NewOrleans,Washington,14,47,-125,105,0.0,2.0,50.0,51.5,2015-16
2015-11-15,Miami,Philadelphia,20,19,215,-255,6.0,5.5,47.0,49.0,2015-16
2015-11-15,Cleveland,Pittsburgh,9,30,255,-315,4.5,7.0,41.0,43.0,2015-16
2015-11-15,Jacksonville,Baltimore,22,20,185,-220,6.0,4.0,50.0,47.0,2015-16
2015-11-15,Minnesota,Oakland,30,14,145,-165,3.0,3.0,44.0,44.5,2015-16
2015-11-15,KansasCity,Denver,29,13,185,-215,7.0,4.0,42.5,41.5,2015-16
2015-11-15,NewEngland,NYGiants,27,26,-340,280,7.0,7.0,54.0,52.5,2015-16
2015-11-15,Arizona,Seattle,39,32,140,-160,3.5,3.0,45.0,43.5,2015-16
2015-11-16,Houston,Cincinnati,10,6,420,-545,12.0,10.0,48.0,47.0,2015-16
2015-11-19,Tennessee,Jacksonville,13,19,125,-145,3.0,2.5,44.0,42.0,2015-16
2015-11-22,Washington,Carolina,16,44,270,-330,7.5,7.0,46.0,44.0,2015-16
2015-11-22,Oakland,Detroit,13,18,-125,105,0.0,1.5,48.5,50.0,2015-16
2015-11-22,Dallas,Miami,24,14,-135,115,1.5,2.5,46.5,45.5,2015-16
2015-11-22,Indianapolis,Atlanta,24,21,170,-195,6.5,3.5,46.0,47.5,2015-16
2015-11-22,St.Louis,Baltimore,13,16,135,-155,1.5,3.0,42.5,41.0,2015-16
2015-11-22,NYJets,Houston,17,24,-200,170,3.0,4.0,40.5,40.5,2015-16
2015-11-22,GreenBay,Minnesota,30,13,-105,-115,0.0,1.0,45.0,45.0,2015-16
2015-11-22,TampaBay,Philadelphia,45,17,250,-310,4.0,7.0,45.0,46.0,2015-16
2015-11-22,Denver,Chicago,17,15,-135,115,0.0,2.0,43.0,41.5,2015-16
2015-11-22,Cincinnati,Arizona,31,34,185,-215,3.5,4.0,47.0,48.0,2015-16
2015-11-22,SanFrancisco,Seattle,13,29,805,-1105,11.5,14.0,41.5,40.0,2015-16
2015-11-22,KansasCity,SanDiego,33,3,-175,155,3.0,3.0,46.0,46.0,2015-16
2015-11-23,Buffalo,NewEngland,13,20,290,-350,9.5,7.0,49.5,47.5,2015-16
2015-11-26,Philadelphia,Detroit,14,45,135,-155,0.0,3.0,47.0,47.0,2015-16
2015-11-26,Carolina,Dallas,33,14,-120,100,1.0,1.0,47.0,44.5,2015-16
2015-11-26,Chicago,GreenBay,17,13,375,-450,9.0,8.0,48.0,45.0,2015-16
2015-11-29,NewOrleans,Houston,6,24,160,-180,3.0,3.5,49.0,51.5,2015-16
2015-11-29,Minnesota,Atlanta,20,10,110,-130,2.0,2.0,44.0,45.0,2015-16
2015-11-29,St.Louis,Cincinnati,7,31,390,-480,9.0,9.5,42.5,42.0,2015-16
2015-11-29,TampaBay,Indianapolis,12,25,115,-135,2.5,2.5,47.0,46.5,2015-16
2015-11-29,NYGiants,Washington,14,20,-115,-105,0.0,1.0,47.0,48.0,2015-16
2015-11-29,Oakland,Tennessee,24,21,-120,100,2.0,1.0,45.0,45.0,2015-16
2015-11-29,Buffalo,KansasCity,22,30,190,-220,5.5,4.5,42.5,40.5,2015-16
2015-11-29,Miami,NYJets,20,38,180,-210,3.0,4.5,43.5,44.0,2015-16
2015-11-29,SanDiego,Jacksonville,31,25,200,-240,3.5,5.5,48.5,47.5,2015-16
2015-11-29,Arizona,SanFrancisco,19,13,-430,360,10.5,8.5,45.0,45.0,2015-16
2015-11-29,Pittsburgh,Seattle,30,39,130,-150,4.0,3.0,44.0,46.5,2015-16
2015-11-29,NewEngland,Denver,24,30,-135,115,3.0,2.5,44.5,42.5,2015-16
2015-11-30,Baltimore,Cleveland,33,27,220,-260,0.0,6.0,41.5,41.0,2015-16
2015-12-03,GreenBay,Detroit,27,23,-140,120,3.0,2.5,47.0,46.5,2015-16
2015-12-06,SanFrancisco,Chicago,26,20,235,-275,7.0,6.5,42.0,43.0,2015-16
2015-12-06,Cincinnati,Cleveland,37,3,-350,290,7.5,7.5,43.5,44.5,2015-16
2015-12-06,Jacksonville,Tennessee,39,42,125,-145,2.0,3.0,43.0,43.5,2015-16
2015-12-06,Houston,Buffalo,21,30,130,-150,3.0,3.0,42.5,42.0,2015-16
2015-12-06,Baltimore,Miami,13,15,150,-170,3.5,3.0,43.5,43.5,2015-16
2015-12-06,Carolina,NewOrleans,41,38,-280,240,6.0,6.0,49.5,50.5,2015-16
2015-12-06,Seattle,Minnesota,38,7,-150,130,0.0,3.0,41.0,43.5,2015-16
2015-12-06,Arizona,St.Louis,27,3,-200,175,6.0,3.5,44.5,43.5,2015-16
2015-12-06,Atlanta,TampaBay,19,23,-105,-115,1.0,1.0,45.0,46.5,2015-16
2015-12-06,NYJets,NYGiants,23,20,-145,125,0.0,2.5,45.0,46.5,2015-16
2015-12-06,Denver,SanDiego,17,3,-260,220,4.5,6.0,43.5,45.0,2015-16
2015-12-06,KansasCity,Oakland,34,20,-155,135,3.0,3.0,44.0,46.0,2015-16
2015-12-06,Philadelphia,NewEngland,35,28,400,-500,9.5,9.5,48.0,49.0,2015-16
2015-12-06,Indianapolis,Pittsburgh,10,45,350,-420,7.0,9.5,47.0,50.5,2015-16
2015-12-07,Dallas,Washington,19,16,110,-130,5.0,2.0,42.0,43.5,2015-16
2015-12-10,Minnesota,Arizona,20,23,400,-500,7.0,10.0,45.0,47.0,2015-16
2015-12-13,Pittsburgh,Cincinnati,33,20,100,-120,3.0,1.0,47.0,49.5,2015-16
2015-12-13,Buffalo,Philadelphia,20,23,100,-120,1.0,1.0,47.0,48.5,2015-16
2015-12-13,Atlanta,Carolina,0,38,330,-400,7.0,8.5,47.0,45.5,2015-16
2015-12-13,SanFrancisco,Cleveland,10,24,125,-145,0.0,2.5,40.5,43.0,2015-16
2015-12-13,Washington,Chicago,24,21,180,-210,3.0,4.0,44.0,43.5,2015-16
2015-12-13,Detroit,St.Louis,14,21,-160,140,1.5,3.0,41.5,41.5,2015-16
2015-12-13,SanDiego,KansasCity,3,10,525,-750,10.0,12.5,46.5,41.5,2015-16
2015-12-13,NewOrleans,TampaBay,24,17,210,-250,4.5,6.0,50.5,51.5,2015-16
2015-12-13,Indianapolis,Jacksonville,16,51,100,-120,0.0,1.0,46.0,46.0,2015-16
2015-12-13,Tennessee,NYJets,8,30,300,-360,7.0,8.0,43.5,43.0,2015-16
2015-12-13,NewEngland,Houston,27,6,-220,190,3.0,4.5,44.5,46.5,2015-16
2015-12-13,Oakland,Denver,15,12,220,-260,8.0,6.0,44.0,43.0,2015-16
2015-12-13,Dallas,GreenBay,7,28,235,-275,7.0,6.5,43.5,42.5,2015-16
2015-12-13,Seattle,Baltimore,35,6,-500,400,10.0,10.5,42.0,42.0,2015-16
2015-12-14,NYGiants,Miami,31,24,-130,110,0.0,2.0,47.5,48.0,2015-16
2015-12-17,TampaBay,St.Louis,23,31,-110,-110,1.0,0.0,42.0,41.5,2015-16
2015-12-19,NYJets,Dallas,19,16,-160,140,3.0,3.0,42.0,41.0,2015-16
2015-12-20,Chicago,Minnesota,17,38,170,-200,5.0,4.0,43.0,44.0,2015-16
2015-12-20,Atlanta,Jacksonville,23,17,110,-130,3.0,2.0,47.0,48.0,2015-16
2015-12-20,Houston,Indianapolis,16,10,120,-140,1.0,2.5,42.0,42.0,2015-16
2015-12-20,KansasCity,Baltimore,34,14,-290,230,7.0,6.5,43.0,41.0,2015-16
2015-12-20,Buffalo,Washington,25,35,-137,116,1.0,2.5,44.0,46.0,2015-16
2015-12-20,Tennessee,NewEngland,16,33,750,-1100,13.5,14.5,46.5,48.0,2015-16
2015-12-20,Arizona,Philadelphia,40,17,-175,155,3.5,3.5,50.0,51.0,2015-16
2015-12-20,Carolina,NYGiants,38,35,-235,195,4.0,5.0,47.5,46.5,2015-16
2015-12-20,Cleveland,Seattle,13,30,751,-1102,14.0,14.5,42.5,45.0,2015-16
2015-12-20,GreenBay,Oakland,30,20,-205,176,2.5,4.0,46.0,47.0,2015-16
2015-12-20,Miami,SanDiego,14,30,-101,-119,1.5,0.0,45.5,47.0,2015-16
2015-12-20,Denver,Pittsburgh,27,34,305,-370,6.0,7.5,45.0,45.0,2015-16
2015-12-20,Cincinnati,SanFrancisco,24,14,-315,250,4.5,7.0,42.0,40.5,2015-16
2015-12-21,Detroit,NewOrleans,35,27,115,-135,3.0,2.5,50.0,52.5,2015-16
2015-12-24,SanDiego,Oakland,20,23,175,-200,5.5,4.0,47.0,45.5,2015-16
2015-12-26,Washington,Philadelphia,38,24,160,-180,3.0,3.5,48.5,48.5,2015-16
2015-12-27,NYGiants,Minnesota,17,49,245,-310,6.5,7.0,45.5,44.5,2015-16
2015-12-27,Chicago,TampaBay,26,21,145,-165,2.5,3.0,46.5,43.5,2015-16
2015-12-27,Carolina,Atlanta,13,20,-330,265,7.0,7.0,47.5,45.0,2015-16
2015-12-27,Dallas,Buffalo,6,16,225,-275,6.5,6.0,44.0,42.0,2015-16
2015-12-27,Jacksonville,NewOrleans,27,38,110,-130,3.0,2.5,51.5,52.5,2015-16
2015-12-27,SanFrancisco,Detroit,17,32,325,-400,7.5,9.0,43.0,42.5,2015-16
2015-12-27,Cleveland,KansasCity,13,17,475,-625,12.5,11.5,44.0,43.0,2015-16
2015-12-27,Indianapolis,Miami,18,12,120,-140,1.0,2.5,44.0,44.0,2015-16
2015-12-27,NewEngland,NYJets,20,26,-135,115,3.0,2.5,46.5,45.5,2015-16
2015-12-27,Houston,Tennessee,34,6,-180,160,4.5,3.5,42.0,38.5,2015-16
2015-12-27,GreenBay,Arizona,8,38,210,-260,4.5,6.0,49.5,50.0,2015-16
2015-12-27,St.Louis,Seattle,23,17,460,-600,13.5,10.5,41.0,42.0,2015-16
2015-12-27,Pittsburgh,Baltimore,17,20,-597,458,10.0,11.0,47.0,48.0,2015-16
2015-12-28,Cincinnati,Denver,17,20,175,-200,3.5,3.5,42.0,39.0,2015-16
2016-01-03,NYJets,Buffalo,17,22,-145,125,0.0,3.0,44.0,41.0,2015-16
2016-01-03,TampaBay,Carolina,10,38,340,-423,11.0,10.0,47.0,44.5,2015-16
2016-01-03,NewEngland,Miami,10,20,-428,347,10.0,10.0,47.5,46.0,2015-16
2016-01-03,Baltimore,Cincinnati,16,24,326,-402,7.5,9.5,43.0,40.5,2015-16
2016-01-03,NewOrleans,Atlanta,20,17,205,-245,3.5,6.0,52.0,53.5,2015-16
2016-01-03,Jacksonville,Houston,6,30,190,-230,6.0,5.5,46.0,45.0,2015-16
2016-01-03,Pittsburgh,Cleveland,28,12,-650,500,10.5,12.5,47.5,47.0,2015-16
2016-01-03,Oakland,KansasCity,17,23,245,-310,7.0,7.0,45.0,44.0,2015-16
2016-01-03,Tennessee,Indianapolis,24,30,165,-185,4.0,3.5,41.0,39.0,2015-16
2016-01-03,Washington,Dallas,34,23,150,-170,1.0,3.0,40.0,41.0,2015-16
2016-01-03,Detroit,Chicago,24,20,-140,120,1.5,2.5,46.5,45.5,2015-16
2016-01-03,Philadelphia,NYGiants,35,30,168,-189,3.5,3.5,52.0,51.0,2015-16
2016-01-03,Minnesota,GreenBay,20,13,135,-155,3.0,3.0,48.5,44.0,2015-16
2016-01-03,SanDiego,Denver,20,27,355,-450,7.5,10.0,41.0,42.0,2015-16
2016-01-03,St.Louis,SanFrancisco,16,19,-170,150,3.0,3.0,37.0,39.5,2015-16
2016-01-03,Seattle,Arizona,36,6,205,-245,4.0,6.0,48.0,47.0,2015-16
2016-01-09,KansasCity,Houston,30,0,-160,140,3.0,3.0,40.5,39.5,2015-16
2016-01-09,Pittsburgh,Cincinnati,18,16,-125,105,3.0,1.5,46.0,46.5,2015-16
2016-01-10,Seattle,Minnesota,10,9,-250,210,5.0,5.0,42.5,40.5,2015-16
2016-01-10,GreenBay,Washington,35,18,105,-125,0.0,1.5,46.0,48.0,2015-16
2016-01-16,KansasCity,NewEngland,20,27,230,-280,4.5,6.0,45.5,44.5,2015-16
2016-01-16,GreenBay,Arizona,20,26,230,-290,7.0,7.0,50.0,49.0,2015-16
2016-01-17,Seattle,Carolina,24,31,125,-145,3.0,2.5,44.0,41.5,2015-16
2016-01-17,Pittsburgh,Denver,16,23,265,-320,7.0,7.0,40.0,41.0,2015-16
2016-01-23,NewEngland,Denver,18,20,-150,130,3.0,3.0,44.0,45.0,2015-16
2016-01-23,Arizona,Carolina,15,49,150,-170,3.0,3.0,47.0,47.5,2015-16
2016-02-07,Carolina,Denver,10,24,-210,180,4.0,5.0,45.0,43.5,2015-16
2016-09-08,Carolina,Denver,20,21,-141,121,1.0,3.0,43.5,40.5,2016-17
2016-09-11,TampaBay,Atlanta,31,24,120,-140,3.0,2.5,47.5,47.0,2016-17
2016-09-11,Minnesota,Tennessee,25,16,-140,120,3.0,2.5,42.5,40.0,2016-17
2016-09-11,Cleveland,Philadelphia,10,29,170,-200,4.0,3.5,41.5,41.5,2016-17
2016-09-11,Cincinnati,NYJets,23,22,-115,-105,1.0,0.0,42.5,42.0,2016-17
2016-09-11,Oakland,NewOrleans,35,34,130,-150,2.0,3.0,50.5,50.5,2016-17
2016-09-11,SanDiego,KansasCity,27,33,245,-310,7.0,6.5,43.0,46.0,2016-17
2016-09-11,Buffalo,Baltimore,7,13,140,-160,2.5,3.0,43.0,44.5,2016-17
2016-09-11,Chicago,Houston,14,23,200,-240,5.0,5.5,44.0,42.5,2016-17
2016-09-11,GreenBay,Jacksonville,27,23,-182,162,4.5,3.5,47.0,47.0,2016-17
2016-09-11,Miami,Seattle,10,12,385,-505,7.0,10.5,44.0,44.0,2016-17
2016-09-11,NYGiants,Dallas,20,19,-101,-119,4.0,0.0,49.0,48.0,2016-17
2016-09-11,Detroit,Indianapolis,39,35,119,-139,4.5,3.0,49.0,51.5,2016-17
2016-09-11,NewEngland,Arizona,23,21,330,-410,0.0,9.0,51.0,44.5,2016-17
2016-09-12,Pittsburgh,Washington,38,16,-140,121,3.0,2.5,50.5,48.5,2016-17
2016-09-12,LosAngeles,SanFrancisco,0,28,-135,115,2.0,2.5,46.0,44.0,2016-17
